Second,Jitter,Loss,Bitrate
0.00,0.151,0.00%,39.8
10.00,0.166,0.01%,40.0
20.00,0.168,0.00%,40.0
30.00,0.209,0.00%,40.0
40.00,0.174,0.00%,40.0
50.00,0.235,0.05%,40.0
60.00,0.198,0.00%,40.0
70.00,0.176,0.00%,40.0
80.00,0.233,0.00%,40.0
90.00,0.200,0.00%,40.0
100.00,0.221,0.00%,40.0
110.00,0.250,0.00%,40.0
120.00,0.179,5.55%,37.8
130.00,0.169,0.00%,40.0
140.00,0.186,0.00%,40.0
150.00,0.185,0.00%,40.0
160.00,0.156,0.00%,40.0
170.00,0.159,0.00%,40.0
180.00,0.205,0.00%,40.0
190.00,0.184,0.04%,40.0
200.00,0.204,0.00%,40.0
210.00,0.202,0.00%,40.0
220.00,0.206,0.00%,40.0
230.00,0.146,0.00%,40.0
240.00,0.215,0.00%,40.0
250.00,0.211,0.00%,40.0
260.00,0.163,0.00%,40.0
270.00,0.198,0.00%,40.0
280.00,0.173,0.00%,40.0
290.00,0.203,0.00%,40.0
300.00,0.192,0.00%,39.9
