Second,Jitter,Loss,Bitrate
0.00,0.338,41.68%,52.3
10.00,0.329,41.72%,52.4
20.00,0.319,41.69%,52.5
30.00,0.281,41.69%,52.5
40.00,0.325,41.69%,52.5
50.00,0.259,41.72%,52.5
60.00,0.284,41.69%,52.5
70.00,0.252,41.69%,52.5
80.00,0.300,41.72%,52.5
90.00,0.326,41.69%,52.5
100.00,0.368,41.69%,52.5
110.00,0.306,41.69%,52.5
120.00,0.307,41.69%,52.5
130.00,0.292,41.69%,52.5
140.00,0.270,41.69%,52.5
150.00,0.353,41.72%,52.5
160.00,0.323,41.69%,52.5
170.00,0.346,41.69%,52.5
180.00,0.356,41.69%,52.5
190.00,0.338,41.73%,52.4
200.00,0.310,41.69%,52.5
210.00,0.255,41.69%,52.5
220.00,0.211,41.69%,52.5
230.00,2.177,42.51%,47.8
240.00,0.296,48.79%,49.6
250.00,0.330,41.69%,52.5
260.00,0.326,41.73%,52.4
270.00,0.360,41.69%,52.5
280.00,0.344,41.69%,52.5
290.00,0.330,41.69%,52.5
300.00,0.283,41.48%,51.9
