Second,Jitter,Loss,Bitrate
0.00,0.441,47.50%,26.1
10.00,0.503,47.52%,26.2
20.00,0.492,47.52%,26.2
30.00,0.456,47.52%,26.2
40.00,0.476,47.55%,26.2
50.00,0.478,47.52%,26.2
60.00,0.474,47.52%,26.2
70.00,0.456,47.52%,26.2
80.00,0.468,47.52%,26.2
90.00,0.505,47.52%,26.2
100.00,0.487,47.53%,26.2
110.00,0.456,47.52%,26.2
120.00,0.464,47.52%,26.2
130.00,0.467,47.53%,26.2
140.00,0.475,47.52%,26.2
150.00,0.478,47.55%,26.2
160.00,0.454,47.52%,26.2
170.00,0.467,47.52%,26.2
180.00,0.488,47.55%,26.2
190.00,0.463,47.53%,26.2
200.00,0.463,47.52%,26.2
210.00,0.490,47.53%,26.2
220.00,0.456,47.55%,26.2
230.00,0.468,48.38%,25.8
240.00,0.413,47.52%,26.2
250.00,0.464,47.53%,26.2
260.00,0.451,47.54%,26.2
270.00,0.471,47.52%,26.2
280.00,0.534,47.52%,26.2
290.00,0.473,47.54%,26.2
300.00,0.492,47.56%,25.9
