Second,Jitter,Loss,Bitrate
0.00,0.342,56.26%,52.3
10.00,0.255,56.27%,52.5
20.00,0.260,56.27%,52.5
30.00,0.334,56.29%,52.4
40.00,0.320,56.27%,52.5
50.00,0.282,56.27%,52.5
60.00,0.342,56.28%,52.5
70.00,0.349,56.27%,52.5
80.00,0.314,56.27%,52.5
90.00,0.291,56.27%,52.5
100.00,0.346,56.29%,52.5
110.00,0.378,56.27%,52.5
120.00,0.282,56.27%,52.5
130.00,0.325,56.27%,52.5
140.00,0.300,56.28%,52.5
150.00,0.282,56.27%,52.5
160.00,0.353,56.27%,52.5
170.00,0.333,56.29%,52.4
180.00,0.283,56.27%,52.5
190.00,0.276,56.27%,52.5
200.00,0.283,56.27%,52.5
210.00,0.316,56.29%,52.5
220.00,0.328,56.27%,52.5
230.00,0.368,56.27%,52.5
240.00,0.365,56.30%,52.4
250.00,0.282,56.27%,52.5
260.00,0.306,56.28%,52.5
270.00,0.293,56.27%,52.5
280.00,0.325,56.29%,52.4
290.00,0.334,56.27%,52.5
300.00,0.277,55.90%,52.4
