Second,Jitter,Loss,Bitrate
0.00,0.473,56.26%,26.1
10.00,0.449,56.27%,26.2
20.00,0.453,56.27%,26.2
30.00,0.465,56.27%,26.2
40.00,0.462,56.27%,26.2
50.00,0.465,56.27%,26.2
60.00,0.466,56.27%,26.2
70.00,0.483,56.28%,26.2
80.00,0.450,56.27%,26.2
90.00,0.417,56.27%,26.2
100.00,0.467,56.27%,26.2
110.00,0.452,56.28%,26.2
120.00,0.447,56.27%,26.2
130.00,0.517,56.27%,26.2
140.00,0.450,56.27%,26.2
150.00,0.451,56.29%,26.2
160.00,0.462,56.27%,26.2
170.00,0.455,56.27%,26.2
180.00,0.545,56.29%,26.2
190.00,0.472,56.27%,26.2
200.00,0.478,56.27%,26.2
210.00,0.513,56.27%,26.2
220.00,0.508,56.28%,26.2
230.00,0.489,56.90%,25.9
240.00,0.465,56.27%,26.2
250.00,0.479,56.29%,26.2
260.00,0.419,56.27%,26.2
270.00,0.475,56.27%,26.2
280.00,0.464,56.27%,26.2
290.00,0.456,56.28%,26.2
300.00,0.451,56.65%,26.1
