Second,Jitter,Loss,Bitrate
0.00,0.223,0.00%,39.8
10.00,0.200,0.01%,40.0
20.00,0.129,0.00%,40.0
30.00,0.190,0.00%,40.0
40.00,0.250,0.00%,40.0
50.00,0.312,0.02%,40.0
60.00,0.154,0.00%,40.0
70.00,0.136,0.00%,40.0
80.00,0.196,0.00%,40.0
90.00,0.229,0.00%,40.0
100.00,0.246,0.00%,40.0
110.00,0.308,0.00%,40.0
120.00,0.238,0.04%,40.0
130.00,0.175,0.00%,40.0
140.00,0.106,0.00%,40.0
150.00,0.203,0.00%,40.0
160.00,0.248,0.05%,40.0
170.00,0.177,0.00%,40.0
180.00,0.214,0.00%,40.0
190.00,0.178,0.05%,40.0
200.00,0.193,5.46%,37.8
210.00,0.173,0.00%,40.0
220.00,0.211,0.00%,40.0
230.00,0.190,0.00%,40.0
240.00,0.189,0.00%,40.0
250.00,0.252,0.00%,40.0
260.00,0.164,0.04%,40.0
270.00,0.147,0.00%,40.0
280.00,0.253,0.00%,40.0
290.00,0.213,0.00%,40.0
300.00,0.198,0.00%,39.9
