Second,Jitter,Loss,Bitrate
0.00,0.331,52.29%,52.2
10.00,0.342,52.30%,52.5
20.00,0.277,52.29%,52.5
30.00,0.314,52.30%,52.5
40.00,0.281,52.29%,52.5
50.00,0.326,52.29%,52.5
60.00,0.371,52.29%,52.5
70.00,0.303,52.29%,52.5
80.00,0.306,52.32%,52.5
90.00,0.308,52.29%,52.5
100.00,0.281,52.29%,52.5
110.00,0.316,52.29%,52.5
120.00,0.327,60.13%,43.9
130.00,0.354,52.29%,52.5
140.00,0.355,52.29%,52.5
150.00,0.379,52.32%,52.4
160.00,0.366,52.29%,52.5
170.00,0.292,52.29%,52.5
180.00,0.323,52.29%,52.5
190.00,0.298,52.32%,52.4
200.00,0.298,52.29%,52.5
210.00,0.320,52.29%,52.5
220.00,0.352,52.30%,52.5
230.00,0.397,52.29%,52.5
240.00,0.356,52.29%,52.5
250.00,0.357,52.29%,52.5
260.00,0.368,52.29%,52.5
270.00,0.349,52.29%,52.5
280.00,0.270,52.29%,52.5
290.00,0.345,52.29%,52.5
300.00,0.325,52.34%,52.2
