Second,Jitter,Loss,Bitrate
0.00,0.196,0.03%,39.8
10.00,0.178,0.00%,40.0
20.00,0.155,0.00%,40.0
30.00,0.161,0.00%,40.0
40.00,0.136,0.00%,40.0
50.00,0.226,0.00%,40.0
60.00,0.205,0.00%,40.0
70.00,0.250,0.00%,40.0
80.00,0.178,0.00%,40.0
90.00,0.191,0.00%,40.0
100.00,0.160,0.00%,40.0
110.00,0.136,0.01%,40.0
120.00,0.217,0.00%,40.0
130.00,0.176,0.00%,40.0
140.00,0.193,0.00%,40.0
150.00,0.191,0.04%,40.0
160.00,0.169,0.00%,40.0
170.00,0.243,0.00%,40.0
180.00,0.225,0.01%,40.0
190.00,0.208,6.60%,37.4
200.00,0.197,0.00%,40.0
210.00,0.112,0.00%,40.0
220.00,0.231,0.03%,40.0
230.00,0.180,0.00%,40.0
240.00,0.204,0.00%,40.0
250.00,0.189,0.00%,40.0
260.00,0.189,0.04%,40.0
270.00,0.156,0.00%,40.0
280.00,0.193,0.00%,40.0
290.00,0.137,0.00%,40.0
300.00,0.145,0.00%,39.8
