Second,Jitter,Loss,Bitrate
0.00,0.137,0.00%,39.8
10.00,0.177,0.00%,40.0
20.00,0.266,0.00%,40.0
30.00,0.155,0.00%,40.0
40.00,0.209,0.00%,40.0
50.00,0.237,0.03%,40.0
60.00,0.193,0.00%,40.0
70.00,0.143,0.00%,40.0
80.00,0.158,0.00%,40.0
90.00,0.206,0.01%,40.0
100.00,0.216,0.00%,40.0
110.00,0.233,0.00%,40.0
120.00,0.166,0.04%,40.0
130.00,0.226,0.00%,40.0
140.00,0.178,0.00%,40.0
150.00,0.246,0.00%,40.0
160.00,0.237,0.04%,40.0
170.00,0.199,0.00%,40.0
180.00,0.122,0.00%,40.0
190.00,0.210,0.00%,40.0
200.00,0.181,0.00%,40.0
210.00,0.155,0.00%,40.0
220.00,0.152,0.00%,40.0
230.00,0.165,0.00%,40.0
240.00,0.139,0.00%,40.0
250.00,0.171,0.00%,40.0
260.00,0.112,0.00%,40.0
270.00,0.190,0.00%,40.0
280.00,0.205,0.00%,40.0
290.00,0.214,0.00%,40.0
300.00,0.204,0.00%,39.8
