Second,Jitter,Loss,Bitrate
0.00,0.333,34.39%,52.3
10.00,0.337,41.08%,47.1
20.00,0.317,34.40%,52.5
30.00,0.332,34.41%,52.5
40.00,0.332,34.40%,52.5
50.00,0.329,34.42%,52.5
60.00,0.279,34.40%,52.5
70.00,0.360,34.40%,52.5
80.00,0.377,34.44%,52.4
90.00,0.306,34.40%,52.5
100.00,0.340,34.40%,52.5
110.00,0.338,34.40%,52.5
120.00,0.283,34.44%,52.4
130.00,0.311,34.42%,52.5
140.00,0.343,34.40%,52.5
150.00,0.332,34.40%,52.5
160.00,0.374,34.44%,52.4
170.00,0.274,34.40%,52.5
180.00,0.314,34.40%,52.5
190.00,0.238,34.40%,52.5
200.00,0.325,34.40%,52.5
210.00,0.240,34.40%,52.5
220.00,0.405,34.40%,52.5
230.00,0.366,34.44%,52.5
240.00,0.307,34.40%,52.5
250.00,0.309,34.40%,52.5
260.00,0.377,34.43%,52.5
270.00,0.335,34.40%,52.5
280.00,0.298,34.40%,52.5
290.00,0.317,34.40%,52.5
300.00,0.357,34.72%,51.3
