Second,Jitter,Loss,Bitrate
0.00,0.206,4.67%,104
10.00,0.203,4.59%,105
20.00,0.196,4.59%,105
30.00,0.167,4.59%,105
40.00,0.222,4.67%,105
50.00,0.206,4.59%,105
60.00,0.192,4.83%,105
70.00,0.171,4.59%,105
80.00,0.160,4.66%,105
90.00,0.168,4.59%,105
100.00,0.112,4.59%,105
110.00,0.148,4.65%,105
120.00,0.102,4.60%,105
130.00,0.276,4.59%,105
140.00,0.106,4.59%,105
150.00,0.146,4.65%,105
160.00,0.195,4.60%,105
170.00,0.193,4.60%,105
180.00,0.252,5.02%,104
190.00,0.014,4.59%,105
200.00,0.254,4.59%,105
210.00,0.159,4.63%,105
220.00,0.024,4.64%,105
230.00,0.222,4.59%,105
240.00,0.121,4.59%,105
250.00,0.131,4.59%,105
260.00,0.175,4.59%,105
270.00,0.219,4.59%,105
280.00,0.232,4.59%,105
290.00,0.109,4.66%,105
300.00,0.168,4.68%,104
