Second,Jitter,Loss,Bitrate
0.00,0.317,12.58%,52.2
10.00,0.361,12.54%,52.5
20.00,0.282,12.54%,52.5
30.00,0.309,12.54%,52.5
40.00,0.358,12.54%,52.5
50.00,0.333,12.54%,52.5
60.00,0.339,12.54%,52.5
70.00,0.261,12.60%,52.4
80.00,0.284,12.54%,52.5
90.00,0.284,12.54%,52.5
100.00,0.330,12.54%,52.5
110.00,0.388,14.50%,51.3
120.00,0.312,12.54%,52.5
130.00,0.312,12.54%,52.5
140.00,0.302,12.59%,52.4
150.00,0.346,12.54%,52.5
160.00,0.280,12.54%,52.5
170.00,0.282,12.54%,52.5
180.00,0.331,12.59%,52.4
190.00,0.328,12.54%,52.5
200.00,0.282,12.54%,52.5
210.00,0.282,12.54%,52.5
220.00,0.380,12.55%,52.5
230.00,0.329,12.54%,52.5
240.00,0.285,12.54%,52.5
250.00,0.283,12.60%,52.4
260.00,0.350,12.54%,52.5
270.00,0.321,12.54%,52.5
280.00,0.295,12.54%,52.5
290.00,0.360,12.55%,52.5
300.00,0.274,12.02%,52.2
