Second,Jitter,Loss,Bitrate
0.00,0.440,12.51%,26.1
10.00,0.488,12.54%,26.2
20.00,0.436,12.54%,26.2
30.00,0.428,12.56%,26.2
40.00,0.461,12.54%,26.2
50.00,0.473,12.54%,26.2
60.00,0.470,12.54%,26.2
70.00,0.458,12.54%,26.2
80.00,0.457,12.54%,26.2
90.00,0.466,12.54%,26.2
100.00,0.465,12.54%,26.2
110.00,0.460,12.54%,26.2
120.00,0.460,12.54%,26.2
130.00,0.418,12.53%,26.2
140.00,0.482,12.56%,26.2
150.00,0.457,12.54%,26.2
160.00,0.433,12.54%,26.2
170.00,0.483,12.57%,26.2
180.00,0.460,12.54%,26.2
190.00,0.438,12.54%,26.2
200.00,0.458,12.54%,26.2
210.00,0.463,12.57%,26.2
220.00,0.489,12.54%,26.2
230.00,0.460,12.54%,26.2
240.00,0.462,12.54%,26.2
250.00,0.457,12.58%,26.2
260.00,0.460,12.54%,26.2
270.00,0.458,12.54%,26.2
280.00,0.460,12.54%,26.2
290.00,0.480,12.54%,26.2
300.00,0.471,12.04%,26.2
