Second,Jitter,Loss,Bitrate
0.00,0.468,62.50%,26.1
10.00,0.487,62.52%,26.2
20.00,0.494,62.52%,26.2
30.00,0.491,62.52%,26.2
40.00,0.487,62.51%,26.2
50.00,0.450,62.52%,26.2
60.00,0.487,62.53%,26.2
70.00,0.450,62.52%,26.2
80.00,0.516,62.52%,26.2
90.00,0.475,62.53%,26.2
100.00,0.457,62.52%,26.2
110.00,0.462,62.52%,26.2
120.00,0.458,62.52%,26.2
130.00,0.435,62.53%,26.2
140.00,0.459,62.52%,26.2
150.00,0.471,62.52%,26.2
160.00,0.453,62.53%,26.2
170.00,0.466,62.52%,26.2
180.00,0.486,62.52%,26.2
190.00,0.492,62.52%,26.2
200.00,0.442,62.53%,26.2
210.00,0.484,62.52%,26.2
220.00,0.448,62.52%,26.2
230.00,0.489,62.52%,26.2
240.00,0.474,62.52%,26.2
250.00,0.482,62.52%,26.2
260.00,0.460,62.52%,26.2
270.00,0.457,62.53%,26.2
280.00,0.430,62.52%,26.2
290.00,0.463,62.52%,26.2
300.00,0.468,62.64%,26.2
