Second,Jitter,Loss,Bitrate
0.00,0.132,4.59%,104
10.00,0.210,4.60%,105
20.00,0.052,4.59%,105
30.00,0.200,4.67%,105
40.00,0.168,4.59%,105
50.00,0.134,4.59%,105
60.00,0.164,4.70%,105
70.00,0.144,4.59%,105
80.00,0.124,4.59%,105
90.00,0.056,4.59%,105
100.00,0.218,4.61%,105
110.00,0.121,4.59%,105
120.00,0.182,4.60%,105
130.00,0.163,4.59%,105
140.00,0.134,4.65%,105
150.00,0.130,4.59%,105
160.00,0.195,4.59%,105
170.00,0.128,4.61%,105
180.00,0.188,4.59%,105
190.00,0.155,4.60%,105
200.00,0.168,4.59%,105
210.00,0.089,4.61%,105
220.00,0.192,4.59%,105
230.00,0.145,4.60%,105
240.00,0.287,4.59%,105
250.00,0.012,4.66%,105
260.00,0.214,16.70%,86.2
270.00,0.191,21.59%,91.4
280.00,0.158,4.61%,105
290.00,0.107,4.59%,105
300.00,0.149,4.71%,107
