Second,Jitter,Loss,Bitrate
0.00,0.468,62.50%,26.1
10.00,0.427,62.51%,26.2
20.00,0.504,62.53%,26.2
30.00,0.452,62.52%,26.2
40.00,0.511,62.52%,26.2
50.00,0.479,62.53%,26.2
60.00,0.460,62.51%,26.2
70.00,0.455,62.52%,26.2
80.00,0.482,62.52%,26.2
90.00,0.489,62.52%,26.2
100.00,0.460,62.52%,26.2
110.00,0.472,62.52%,26.2
120.00,0.471,62.52%,26.2
130.00,0.456,62.52%,26.2
140.00,0.475,62.52%,26.2
150.00,0.455,62.52%,26.2
160.00,0.475,62.53%,26.2
170.00,0.461,62.52%,26.2
180.00,0.444,62.52%,26.2
190.00,0.485,62.52%,26.2
200.00,0.477,62.53%,26.2
210.00,0.465,62.52%,26.2
220.00,0.480,62.52%,26.2
230.00,0.480,63.66%,25.4
240.00,0.505,62.52%,26.2
250.00,0.467,62.52%,26.2
260.00,0.459,62.52%,26.2
270.00,0.463,62.53%,26.2
280.00,0.482,62.52%,26.2
290.00,0.455,62.51%,26.2
300.00,0.444,62.90%,26.2
