Second,Jitter,Loss,Bitrate
0.00,0.106,0.00%,79.7
10.00,0.141,0.00%,80.0
20.00,0.153,0.00%,80.0
30.00,0.120,0.00%,80.0
40.00,0.208,0.00%,80.0
50.00,0.204,0.05%,80.0
60.00,0.152,0.00%,80.0
70.00,0.160,0.00%,80.0
80.00,0.171,0.07%,79.9
90.00,0.073,0.00%,80.0
100.00,0.170,0.00%,80.0
110.00,0.167,0.00%,80.0
120.00,0.111,0.08%,79.9
130.00,0.172,0.00%,80.0
140.00,0.075,0.00%,80.0
150.00,0.188,0.05%,80.0
160.00,0.171,0.00%,80.0
170.00,0.098,0.01%,80.0
180.00,0.081,0.00%,80.0
190.00,0.134,0.06%,80.0
200.00,0.172,0.00%,80.0
210.00,0.163,28.18%,57.5
220.00,0.189,0.00%,80.0
230.00,0.202,0.06%,80.0
240.00,0.183,0.00%,80.0
250.00,0.109,0.00%,80.0
260.00,0.215,0.01%,80.0
270.00,0.152,0.00%,80.0
280.00,0.122,0.01%,80.0
290.00,0.084,0.00%,80.0
300.00,0.092,0.00%,81.5
