Second,Jitter,Loss,Bitrate
0.00,0.252,21.28%,78.4
10.00,0.276,21.30%,78.7
20.00,0.184,21.28%,78.7
30.00,0.227,21.28%,78.7
40.00,0.208,21.28%,78.7
50.00,0.221,21.30%,78.7
60.00,0.237,21.28%,78.7
70.00,0.202,21.29%,78.7
80.00,0.205,21.28%,78.7
90.00,0.235,21.34%,78.7
100.00,0.233,21.28%,78.7
110.00,0.212,21.28%,78.7
120.00,0.242,21.34%,78.7
130.00,0.198,21.28%,78.7
140.00,0.214,21.28%,78.7
150.00,0.227,21.28%,78.7
160.00,0.234,21.33%,78.7
170.00,0.231,21.28%,78.7
180.00,0.273,21.28%,78.7
190.00,0.274,21.33%,78.7
200.00,0.224,21.29%,78.7
210.00,0.245,21.28%,78.7
220.00,0.223,21.28%,78.7
230.00,0.179,21.30%,78.7
240.00,0.240,39.11%,60.9
250.00,0.223,21.28%,78.7
260.00,0.136,21.28%,78.7
270.00,0.228,21.35%,78.7
280.00,0.233,21.28%,78.7
290.00,0.273,21.28%,78.7
300.00,0.188,21.24%,79.6
