Second,Jitter,Loss,Bitrate
0.00,0.104,0.05%,69.6
10.00,0.196,0.00%,70.0
20.00,0.154,0.00%,70.0
30.00,0.103,0.05%,70.0
40.00,0.243,0.00%,70.0
50.00,0.163,0.00%,70.0
60.00,0.141,0.00%,70.0
70.00,0.143,0.00%,70.0
80.00,0.204,0.00%,70.0
90.00,0.139,0.00%,70.0
100.00,0.160,0.01%,70.0
110.00,0.137,0.00%,70.0
120.00,0.179,0.10%,69.9
130.00,0.175,0.00%,70.0
140.00,0.187,0.02%,70.0
150.00,0.163,0.00%,70.0
160.00,0.166,0.00%,70.0
170.00,0.139,0.02%,70.0
180.00,0.183,0.00%,70.0
190.00,0.173,0.00%,70.0
200.00,0.166,0.00%,70.0
210.00,0.116,0.04%,70.0
220.00,0.192,0.00%,70.0
230.00,0.169,0.00%,70.0
240.00,0.158,0.00%,70.0
250.00,0.119,0.01%,70.0
260.00,0.212,0.00%,70.0
270.00,0.161,0.00%,70.0
280.00,0.108,0.00%,70.0
290.00,0.164,0.00%,70.0
300.00,0.173,0.00%,71.1
