Second,Jitter,Loss,Bitrate
0.00,0.203,12.54%,105
10.00,0.131,12.60%,105
20.00,0.150,12.54%,105
30.00,0.142,12.55%,105
40.00,0.145,12.54%,105
50.00,0.101,12.60%,105
60.00,0.131,13.29%,104
70.00,0.160,12.54%,105
80.00,0.053,12.54%,105
90.00,0.169,12.61%,105
100.00,0.132,12.55%,105
110.00,0.174,12.54%,105
120.00,0.182,12.97%,104
130.00,0.124,12.54%,105
140.00,0.127,12.55%,105
150.00,0.154,12.57%,105
160.00,0.252,12.62%,105
170.00,0.224,12.54%,105
180.00,0.259,12.56%,105
190.00,0.241,12.59%,105
200.00,0.179,12.54%,105
210.00,0.025,12.54%,105
220.00,0.175,12.54%,105
230.00,0.134,12.55%,105
240.00,0.167,12.67%,105
250.00,0.128,12.54%,105
260.00,0.147,12.54%,105
270.00,0.246,12.57%,105
280.00,0.149,12.54%,105
290.00,0.139,12.54%,105
300.00,0.177,12.56%,107
