Second,Jitter,Loss,Bitrate
0.00,0.341,56.26%,52.3
10.00,0.302,56.27%,52.5
20.00,0.310,56.29%,52.5
30.00,0.248,56.27%,52.5
40.00,0.308,56.27%,52.5
50.00,0.296,56.27%,52.5
60.00,0.321,56.27%,52.5
70.00,0.269,56.27%,52.5
80.00,0.282,56.27%,52.5
90.00,0.356,56.30%,52.4
100.00,0.370,56.27%,52.5
110.00,0.276,56.27%,52.5
120.00,0.314,56.27%,52.5
130.00,0.287,56.29%,52.4
140.00,0.370,56.27%,52.5
150.00,0.308,56.27%,52.5
160.00,0.285,56.27%,52.5
170.00,0.363,56.27%,52.5
180.00,0.386,56.27%,52.5
190.00,0.336,56.27%,52.5
200.00,0.332,56.27%,52.5
210.00,0.358,56.27%,52.5
220.00,0.265,56.27%,52.5
230.00,0.288,56.27%,52.5
240.00,0.316,56.30%,52.4
250.00,0.338,56.27%,52.5
260.00,0.272,56.27%,52.5
270.00,0.303,56.29%,52.4
280.00,0.287,56.27%,52.5
290.00,0.333,56.27%,52.5
300.00,0.312,56.42%,52.5
