Second,Jitter,Loss,Bitrate
0.00,0.184,0.00%,59.7
10.00,0.181,0.05%,60.0
20.00,0.163,0.00%,60.0
30.00,0.096,0.00%,60.0
40.00,0.180,0.00%,60.0
50.00,0.157,0.05%,60.0
60.00,0.141,0.00%,60.0
70.00,0.117,0.00%,60.0
80.00,0.141,0.01%,60.0
90.00,0.143,0.00%,60.0
100.00,0.158,0.00%,60.0
110.00,0.219,0.00%,60.0
120.00,0.155,0.06%,60.0
130.00,0.135,0.00%,60.0
140.00,0.156,0.00%,60.0
150.00,0.184,0.00%,60.0
160.00,0.171,0.04%,60.0
170.00,0.137,0.00%,60.0
180.00,0.171,0.00%,60.0
190.00,0.187,0.04%,60.0
200.00,0.170,0.00%,60.0
210.00,0.236,0.00%,60.0
220.00,0.191,0.00%,60.0
230.00,0.235,0.06%,60.0
240.00,0.204,0.00%,60.0
250.00,0.164,0.00%,60.0
260.00,0.187,0.01%,60.0
270.00,0.128,0.00%,60.0
280.00,0.176,0.00%,60.0
290.00,0.158,0.00%,60.0
300.00,0.124,0.00%,60.2
