Second,Jitter,Loss,Bitrate
0.00,0.297,34.40%,52.3
10.00,0.294,34.44%,52.4
20.00,0.296,34.40%,52.5
30.00,0.315,34.40%,52.5
40.00,0.348,34.45%,52.4
50.00,0.362,34.40%,52.5
60.00,0.294,34.40%,52.5
70.00,0.294,34.40%,52.5
80.00,0.337,34.40%,52.5
90.00,0.328,34.40%,52.5
100.00,0.295,34.40%,52.5
110.00,0.323,34.40%,52.5
120.00,0.291,34.44%,52.4
130.00,0.287,34.40%,52.5
140.00,0.282,34.40%,52.5
150.00,0.347,34.46%,52.4
160.00,0.321,34.40%,52.5
170.00,0.321,34.40%,52.5
180.00,0.331,34.40%,52.5
190.00,0.371,34.41%,52.5
200.00,0.317,34.40%,52.5
210.00,0.331,34.40%,52.5
220.00,0.335,34.45%,52.4
230.00,0.264,34.40%,52.5
240.00,0.415,34.40%,52.5
250.00,0.382,34.40%,52.5
260.00,0.326,34.44%,52.4
270.00,0.320,34.40%,52.5
280.00,0.271,34.40%,52.5
290.00,0.345,34.40%,52.5
300.00,0.327,34.04%,52.2
