Second,Jitter,Loss,Bitrate
0.00,0.047,4.67%,104
10.00,0.132,4.70%,105
20.00,0.167,4.59%,105
30.00,0.138,4.61%,105
40.00,0.184,4.59%,105
50.00,0.138,4.59%,105
60.00,0.133,4.59%,105
70.00,0.129,4.62%,105
80.00,0.157,4.65%,105
90.00,0.232,4.59%,105
100.00,0.193,4.65%,105
110.00,0.128,4.59%,105
120.00,0.161,4.59%,105
130.00,0.167,4.59%,105
140.00,0.192,4.85%,105
150.00,0.173,4.59%,105
160.00,0.150,4.62%,105
170.00,0.124,4.59%,105
180.00,0.203,4.59%,105
190.00,0.204,4.59%,105
200.00,0.243,4.69%,105
210.00,0.169,4.65%,105
220.00,0.126,4.60%,105
230.00,0.029,4.59%,105
240.00,0.183,4.60%,105
250.00,0.167,4.65%,105
260.00,0.193,4.80%,105
270.00,0.165,4.59%,105
280.00,0.157,4.59%,105
290.00,0.138,4.60%,105
300.00,0.130,4.82%,109
