Second,Jitter,Loss,Bitrate
0.00,0.126,0.00%,69.7
10.00,0.190,0.00%,70.0
20.00,0.129,0.02%,70.0
30.00,0.112,0.00%,70.0
40.00,0.146,0.00%,70.0
50.00,0.132,0.05%,70.0
60.00,0.202,0.10%,69.9
70.00,0.137,0.00%,70.0
80.00,0.123,13.34%,60.7
90.00,0.198,0.01%,70.0
100.00,0.155,0.00%,70.0
110.00,0.204,0.00%,70.0
120.00,0.194,0.16%,69.9
130.00,0.262,0.00%,70.0
140.00,0.106,0.00%,70.0
150.00,0.192,0.00%,70.0
160.00,0.135,0.07%,70.0
170.00,0.175,0.00%,70.0
180.00,0.182,0.00%,70.0
190.00,0.142,0.00%,70.0
200.00,0.128,0.01%,70.0
210.00,0.166,0.00%,70.0
220.00,0.157,0.00%,70.0
230.00,0.085,0.01%,70.0
240.00,0.167,0.09%,69.9
250.00,0.130,0.00%,70.0
260.00,0.169,0.00%,70.0
270.00,0.170,0.01%,70.0
280.00,0.109,0.00%,70.0
290.00,0.224,0.00%,70.0
300.00,0.151,0.00%,70.8
