Second,Jitter,Loss,Bitrate
0.00,0.240,34.40%,78.4
10.00,0.239,34.40%,78.7
20.00,0.243,34.44%,78.7
30.00,0.216,34.40%,78.7
40.00,0.208,34.40%,78.7
50.00,0.179,34.41%,78.7
60.00,0.273,34.44%,78.7
70.00,0.230,34.40%,78.7
80.00,0.236,34.40%,78.7
90.00,0.201,34.42%,78.7
100.00,0.188,34.41%,78.7
110.00,0.172,34.40%,78.7
120.00,0.220,34.40%,78.7
130.00,0.302,34.42%,78.7
140.00,0.213,34.40%,78.7
150.00,0.190,34.40%,78.7
160.00,0.204,34.40%,78.7
170.00,0.198,34.44%,78.7
180.00,0.213,34.43%,78.7
190.00,0.214,34.40%,78.7
200.00,0.231,34.40%,78.7
210.00,0.233,46.53%,64.2
220.00,0.187,34.40%,78.7
230.00,0.280,34.40%,78.7
240.00,0.266,34.45%,78.7
250.00,0.261,34.40%,78.7
260.00,0.276,34.40%,78.7
270.00,0.259,34.44%,78.7
280.00,0.244,34.41%,78.7
290.00,0.220,34.40%,78.7
300.00,0.205,34.43%,79.3
