Second,Jitter,Loss,Bitrate
0.00,0.544,76.14%,26.1
10.00,0.510,76.15%,26.2
20.00,0.467,76.17%,26.2
30.00,0.455,76.15%,26.2
40.00,0.472,76.15%,26.2
50.00,0.474,76.16%,26.2
60.00,0.489,76.15%,26.2
70.00,0.462,76.15%,26.2
80.00,0.481,76.15%,26.2
90.00,0.479,76.16%,26.2
100.00,0.470,76.15%,26.2
110.00,0.468,76.15%,26.2
120.00,0.462,76.15%,26.2
130.00,0.487,76.15%,26.2
140.00,0.471,76.15%,26.2
150.00,0.457,76.15%,26.2
160.00,0.464,76.15%,26.2
170.00,0.470,76.15%,26.2
180.00,0.487,76.15%,26.2
190.00,0.453,76.15%,26.2
200.00,0.460,76.15%,26.2
210.00,0.451,76.15%,26.2
220.00,0.459,76.15%,26.2
230.00,0.521,76.15%,26.2
240.00,0.468,76.15%,26.2
250.00,0.459,76.15%,26.2
260.00,0.435,76.15%,26.2
270.00,0.476,76.15%,26.2
280.00,0.534,77.14%,25.2
290.00,0.481,76.15%,26.2
300.00,0.413,76.08%,25.9
