Second,Jitter,Loss,Bitrate
0.00,0.224,21.28%,78.4
10.00,0.249,21.28%,78.7
20.00,0.180,21.28%,78.7
30.00,0.206,21.32%,78.7
40.00,0.262,21.28%,78.7
50.00,0.214,21.28%,78.7
60.00,0.253,21.32%,78.7
70.00,0.236,21.29%,78.7
80.00,0.235,21.28%,78.7
90.00,0.193,21.28%,78.7
100.00,0.240,21.30%,78.7
110.00,0.233,21.28%,78.7
120.00,0.275,21.28%,78.7
130.00,0.270,21.28%,78.7
140.00,0.195,21.29%,78.7
150.00,0.302,21.28%,78.7
160.00,0.278,21.28%,78.7
170.00,0.225,21.34%,78.7
180.00,0.240,21.28%,78.7
190.00,0.235,21.28%,78.7
200.00,0.190,21.28%,78.7
210.00,0.257,21.28%,78.7
220.00,0.294,21.29%,78.7
230.00,0.238,21.28%,78.7
240.00,0.182,21.30%,78.7
250.00,0.281,21.28%,78.7
260.00,0.232,21.28%,78.7
270.00,0.156,21.28%,78.7
280.00,0.129,21.28%,78.7
290.00,0.215,21.28%,78.7
300.00,0.233,21.31%,77.9
