Second,Jitter,Loss,Bitrate
0.00,0.284,0.00%,29.9
10.00,0.272,0.00%,30.0
20.00,0.304,0.00%,30.0
30.00,0.310,0.00%,30.0
40.00,0.286,0.00%,30.0
50.00,0.338,0.00%,30.0
60.00,0.255,0.00%,30.0
70.00,0.231,0.00%,30.0
80.00,0.352,0.00%,30.0
90.00,0.256,0.00%,30.0
100.00,0.312,0.02%,30.0
110.00,0.241,0.00%,30.0
120.00,0.274,0.00%,30.0
130.00,0.332,0.03%,30.0
140.00,0.247,0.00%,30.0
150.00,0.290,0.00%,30.0
160.00,0.245,0.00%,30.0
170.00,0.243,0.03%,30.0
180.00,0.196,0.00%,30.0
190.00,0.310,0.00%,30.0
200.00,0.266,0.00%,30.0
210.00,0.350,0.00%,30.0
220.00,0.277,0.00%,30.0
230.00,0.238,0.00%,30.0
240.00,0.273,0.03%,30.0
250.00,0.270,0.00%,30.0
260.00,0.282,0.00%,30.0
270.00,0.296,0.00%,30.0
280.00,0.265,0.00%,30.0
290.00,0.278,0.00%,30.0
300.00,0.291,0.00%,29.2
