Second,Jitter,Loss,Bitrate
0.00,0.231,28.44%,78.4
10.00,0.201,28.46%,78.7
20.00,0.202,28.44%,78.7
30.00,0.241,28.44%,78.7
40.00,0.261,28.44%,78.7
50.00,0.276,28.46%,78.7
60.00,0.260,28.44%,78.7
70.00,0.230,28.44%,78.7
80.00,0.221,28.48%,78.7
90.00,0.221,28.44%,78.7
100.00,0.272,28.44%,78.7
110.00,0.291,28.44%,78.7
120.00,0.169,28.44%,78.7
130.00,0.256,28.44%,78.7
140.00,0.200,28.44%,78.7
150.00,0.253,28.49%,78.7
160.00,0.176,28.44%,78.7
170.00,0.223,28.44%,78.7
180.00,0.238,28.44%,78.7
190.00,0.201,28.49%,78.7
200.00,0.207,28.44%,78.7
210.00,0.220,28.44%,78.7
220.00,0.262,28.44%,78.7
230.00,0.172,28.45%,78.7
240.00,0.232,28.44%,78.7
250.00,0.216,28.44%,78.7
260.00,0.238,28.44%,78.7
270.00,0.141,28.44%,78.7
280.00,0.205,28.44%,78.7
290.00,0.254,28.44%,78.7
300.00,0.232,28.57%,78.9
