Second,Jitter,Loss,Bitrate
0.00,0.162,0.00%,59.7
10.00,0.168,0.00%,60.0
20.00,0.110,0.00%,60.0
30.00,0.167,0.06%,60.0
40.00,0.128,0.00%,60.0
50.00,0.212,0.00%,60.0
60.00,0.215,0.06%,60.0
70.00,0.143,0.00%,60.0
80.00,0.193,0.00%,60.0
90.00,0.158,0.00%,60.0
100.00,0.131,0.06%,60.0
110.00,0.178,0.00%,60.0
120.00,0.162,0.00%,60.0
130.00,0.205,0.00%,60.0
140.00,0.157,0.00%,60.0
150.00,0.186,0.00%,60.0
160.00,0.122,0.00%,60.0
170.00,0.148,0.00%,60.0
180.00,1.729,19.29%,43.2
190.00,0.135,8.95%,60.5
200.00,0.107,0.01%,60.0
210.00,0.188,0.01%,60.0
220.00,0.241,0.00%,60.0
230.00,0.259,0.00%,60.0
240.00,0.183,0.04%,60.0
250.00,0.172,0.00%,60.0
260.00,0.185,0.00%,60.0
270.00,0.218,0.00%,60.0
280.00,0.127,0.04%,60.0
290.00,0.120,0.00%,60.0
300.00,0.177,0.00%,60.5
