Second,Jitter,Loss,Bitrate
0.00,0.294,28.44%,78.4
10.00,0.189,28.44%,78.7
20.00,0.247,28.44%,78.7
30.00,0.181,28.49%,78.7
40.00,0.207,28.44%,78.7
50.00,0.168,28.45%,77.3
60.00,0.243,44.19%,62.5
70.00,0.234,28.44%,78.7
80.00,0.208,28.45%,78.7
90.00,0.238,28.44%,78.7
100.00,0.254,28.47%,78.7
110.00,0.203,28.44%,78.7
120.00,0.236,28.44%,78.7
130.00,0.252,28.46%,78.7
140.00,0.248,28.48%,78.7
150.00,0.223,28.44%,78.7
160.00,0.274,28.44%,78.7
170.00,0.206,28.48%,78.7
180.00,0.251,28.44%,78.7
190.00,0.221,28.44%,78.7
200.00,0.221,28.44%,78.7
210.00,0.240,28.44%,78.7
220.00,0.220,28.45%,78.7
230.00,0.218,28.44%,78.7
240.00,0.288,28.49%,78.7
250.00,0.196,28.44%,78.7
260.00,0.177,28.44%,78.7
270.00,0.247,28.44%,78.7
280.00,0.194,28.49%,78.7
290.00,0.267,28.44%,78.7
300.00,0.226,28.64%,78.5
