Second,Jitter,Loss,Bitrate
0.00,0.292,12.53%,78.4
10.00,0.246,12.60%,78.7
20.00,0.284,12.54%,78.7
30.00,0.245,12.54%,78.7
40.00,0.203,12.58%,78.7
50.00,0.246,12.53%,78.7
60.00,0.194,12.54%,78.7
70.00,0.231,12.54%,78.7
80.00,0.237,12.58%,78.7
90.00,0.237,12.54%,78.7
100.00,0.240,12.54%,78.7
110.00,0.228,12.54%,78.7
120.00,0.243,12.57%,78.7
130.00,0.196,12.54%,78.7
140.00,0.758,25.28%,59.6
150.00,0.284,27.96%,72.2
160.00,0.225,12.53%,78.7
170.00,0.238,12.54%,78.7
180.00,0.240,12.66%,78.6
190.00,0.210,12.56%,78.7
200.00,0.249,12.54%,78.7
210.00,0.203,12.54%,78.7
220.00,0.253,12.55%,78.7
230.00,0.300,12.54%,78.7
240.00,0.167,12.54%,78.7
250.00,0.256,12.54%,78.7
260.00,0.272,12.54%,78.7
270.00,0.201,12.54%,78.7
280.00,0.189,12.54%,78.7
290.00,0.213,12.56%,78.7
300.00,0.177,12.62%,78.0
