Second,Jitter,Loss,Bitrate
0.00,0.161,0.00%,69.7
10.00,0.200,0.07%,70.0
20.00,0.182,0.00%,70.0
30.00,0.164,0.00%,70.0
40.00,0.126,0.00%,70.0
50.00,0.247,0.06%,70.0
60.00,0.173,0.00%,70.0
70.00,0.168,0.01%,70.0
80.00,0.210,0.00%,70.0
90.00,0.116,0.06%,70.0
100.00,0.135,0.00%,70.0
110.00,0.197,0.00%,70.0
120.00,0.148,0.00%,70.0
130.00,0.164,0.00%,70.0
140.00,0.162,0.01%,70.0
150.00,0.175,0.00%,70.0
160.00,0.151,0.07%,69.9
170.00,0.167,0.00%,70.0
180.00,0.190,0.00%,70.0
190.00,0.146,0.01%,70.0
200.00,0.136,0.00%,70.0
210.00,0.163,0.00%,70.0
220.00,0.129,0.00%,70.0
230.00,0.111,0.01%,70.0
240.00,0.185,0.00%,70.0
250.00,0.157,0.00%,70.0
260.00,0.160,0.00%,70.0
270.00,0.210,9.86%,63.1
280.00,0.148,0.00%,70.0
290.00,0.232,0.00%,70.0
300.00,0.153,0.00%,69.9
