Second,Jitter,Loss,Bitrate
0.00,0.018,0.00%,9.96
10.00,0.022,0.00%,10.0
20.00,0.057,0.00%,10.0
30.00,0.071,0.00%,10.0
40.00,0.033,0.00%,10.0
50.00,0.079,0.00%,10.0
60.00,0.031,0.00%,10.0
70.00,0.060,0.00%,10.0
80.00,0.056,0.00%,10.0
90.00,0.018,0.00%,10.0
100.00,0.056,0.00%,10.0
110.00,0.045,0.00%,10.0
120.00,0.053,0.00%,10.0
130.00,0.092,0.00%,10.0
140.00,0.119,0.00%,10.0
150.00,0.057,0.00%,10.0
160.00,0.060,0.00%,10.0
170.00,0.047,0.00%,10.0
180.00,0.065,0.00%,10.0
190.00,0.093,0.00%,10.0
200.00,0.072,0.00%,10.0
210.00,0.066,0.00%,10.0
220.00,0.060,0.00%,10.0
230.00,0.035,0.00%,10.0
240.00,0.039,0.00%,10.0
250.00,0.082,0.00%,10.0
260.00,0.033,0.00%,10.0
270.00,0.050,0.00%,10.0
280.00,0.069,0.00%,10.0
290.00,0.038,0.00%,10.0
300.00,0.040,0.00%,9.76
