Second,Jitter,Loss,Bitrate
0.00,0.255,0.03%,39.8
10.00,0.332,0.00%,40.0
20.00,0.167,0.00%,40.0
30.00,0.194,0.00%,40.0
40.00,0.156,0.03%,40.0
50.00,0.261,0.00%,40.0
60.00,0.228,0.00%,40.0
70.00,0.184,0.00%,40.0
80.00,0.289,0.00%,40.0
90.00,0.309,0.00%,40.0
100.00,0.196,0.00%,40.0
110.00,0.179,0.00%,40.0
120.00,0.249,0.00%,40.0
130.00,0.166,0.00%,40.0
140.00,0.148,0.05%,40.0
150.00,0.186,0.00%,40.0
160.00,0.193,0.00%,40.0
170.00,0.163,0.00%,40.0
180.00,0.172,8.03%,36.8
190.00,0.178,0.00%,40.0
200.00,0.172,0.00%,40.0
210.00,0.159,0.00%,40.0
220.00,0.184,0.04%,40.0
230.00,0.139,0.00%,40.0
240.00,0.163,0.00%,40.0
250.00,0.203,0.04%,40.0
260.00,0.191,0.00%,40.0
270.00,0.151,0.00%,40.0
280.00,0.231,0.00%,40.0
290.00,0.187,0.01%,40.0
300.00,0.275,0.00%,39.7
