Second,Jitter,Loss,Bitrate
0.00,0.309,56.26%,52.3
10.00,0.315,56.27%,52.5
20.00,0.320,56.30%,52.4
30.00,0.302,56.27%,52.5
40.00,0.309,56.27%,52.5
50.00,0.340,56.27%,52.5
60.00,0.255,56.29%,52.4
70.00,0.326,56.27%,52.5
80.00,0.300,56.27%,52.5
90.00,0.313,56.27%,52.5
100.00,0.243,56.29%,52.5
110.00,0.376,56.27%,52.5
120.00,0.322,56.27%,52.5
130.00,0.332,56.30%,52.4
140.00,0.279,56.27%,52.5
150.00,0.311,56.27%,52.5
160.00,0.286,56.27%,52.5
170.00,0.328,56.28%,52.5
180.00,0.322,56.27%,52.5
190.00,0.261,56.27%,52.5
200.00,0.330,56.29%,52.4
210.00,0.349,56.27%,52.5
220.00,0.361,56.27%,52.5
230.00,0.286,56.27%,52.5
240.00,0.338,56.29%,52.5
250.00,0.334,56.27%,52.5
260.00,0.250,56.27%,52.5
270.00,0.288,56.27%,52.5
280.00,0.321,56.30%,52.4
290.00,0.280,56.27%,52.5
300.00,0.288,56.36%,51.7
