Second,Jitter,Loss,Bitrate
0.00,0.208,0.00%,49.8
10.00,0.202,0.06%,50.0
20.00,0.151,0.00%,50.0
30.00,0.205,0.00%,50.0
40.00,0.161,0.00%,50.0
50.00,0.222,0.04%,50.0
60.00,0.119,0.00%,50.0
70.00,0.215,0.00%,50.0
80.00,0.185,0.00%,50.0
90.00,0.175,0.06%,50.0
100.00,0.168,0.00%,50.0
110.00,0.171,0.00%,50.0
120.00,0.174,0.04%,50.0
130.00,0.150,0.00%,50.0
140.00,0.143,0.00%,50.0
150.00,0.163,0.00%,50.0
160.00,0.138,0.00%,50.0
170.00,0.242,0.00%,50.0
180.00,0.197,0.00%,50.0
190.00,0.179,0.05%,50.0
200.00,0.210,0.00%,50.0
210.00,0.165,0.00%,50.0
220.00,0.212,0.00%,50.0
230.00,0.216,0.06%,50.0
240.00,0.207,0.00%,50.0
250.00,0.160,0.00%,50.0
260.00,0.191,0.00%,50.0
270.00,0.127,0.05%,50.0
280.00,0.205,0.00%,50.0
290.00,0.203,0.00%,50.0
300.00,0.159,0.00%,50.0
