Second,Jitter,Loss,Bitrate
0.00,0.160,0.06%,89.6
10.00,0.199,0.00%,90.0
20.00,0.163,0.01%,90.0
30.00,0.196,0.00%,90.0
40.00,0.111,0.02%,90.0
50.00,0.083,0.00%,90.0
60.00,0.136,0.00%,90.0
70.00,0.108,0.02%,90.0
80.00,0.181,0.01%,90.0
90.00,0.138,0.00%,90.0
100.00,0.180,0.00%,90.0
110.00,0.176,0.07%,89.9
120.00,0.119,27.68%,63.2
130.00,0.149,4.46%,88.4
140.00,0.140,0.08%,89.9
150.00,0.126,0.00%,90.0
160.00,0.119,0.00%,90.0
170.00,0.179,0.00%,90.0
180.00,0.125,0.02%,90.0
190.00,0.070,0.00%,90.0
200.00,0.120,0.01%,90.0
210.00,0.169,0.00%,90.0
220.00,0.134,0.00%,90.0
230.00,0.200,0.00%,90.0
240.00,0.157,0.00%,90.0
250.00,0.115,0.07%,89.9
260.00,0.105,0.00%,90.0
270.00,0.126,0.00%,90.0
280.00,0.231,0.00%,90.0
290.00,0.193,0.02%,90.0
300.00,0.179,0.00%,88.7
