Second,Jitter,Loss,Bitrate
0.00,0.178,0.09%,99.5
10.00,0.041,0.00%,100
20.00,0.165,0.07%,99.9
30.00,0.023,0.00%,100
40.00,0.255,0.00%,100
50.00,0.149,0.00%,100
60.00,0.017,0.04%,100
70.00,0.200,0.00%,100
80.00,0.197,0.00%,100
90.00,0.170,0.05%,100
100.00,0.120,0.00%,100
110.00,0.196,0.00%,100
120.00,0.080,0.02%,100
130.00,0.042,0.03%,100
140.00,0.075,0.00%,100
150.00,0.229,0.00%,100
160.00,0.125,0.00%,99.9
170.00,0.118,0.01%,100
180.00,0.105,0.35%,99.6
190.00,0.221,0.00%,100
200.00,0.212,0.07%,99.9
210.00,0.081,0.00%,100
220.00,0.015,0.00%,100
230.00,0.215,0.00%,100
240.00,0.015,0.07%,99.9
250.00,0.039,0.00%,100
260.00,0.105,0.00%,100
270.00,0.057,0.00%,100
280.00,0.013,0.00%,100
290.00,0.150,0.00%,100
300.00,0.187,0.00%,97.6
