Second,Jitter,Loss,Bitrate
0.00,0.334,25.02%,52.2
10.00,0.321,25.04%,52.5
20.00,0.299,25.04%,52.5
30.00,0.392,25.03%,52.5
40.00,0.326,25.08%,52.4
50.00,0.320,25.03%,52.5
60.00,0.318,25.03%,52.5
70.00,0.310,25.03%,52.5
80.00,0.327,25.06%,52.5
90.00,0.327,25.03%,52.5
100.00,0.291,25.03%,52.5
110.00,0.296,25.04%,52.5
120.00,0.310,25.03%,52.5
130.00,0.306,25.03%,52.5
140.00,0.318,25.03%,52.5
150.00,0.393,25.03%,52.5
160.00,0.262,25.03%,52.5
170.00,0.292,25.03%,52.5
180.00,0.287,25.03%,52.5
190.00,0.369,25.04%,52.5
200.00,0.298,25.03%,52.5
210.00,0.394,25.03%,52.5
220.00,0.330,25.04%,52.5
230.00,0.309,25.03%,52.5
240.00,0.281,25.03%,52.5
250.00,0.294,25.03%,52.5
260.00,0.258,25.04%,52.5
270.00,0.392,25.03%,52.5
280.00,0.324,25.03%,52.5
290.00,0.358,25.07%,52.5
300.00,0.308,24.64%,52.4
