Second,Jitter,Loss,Bitrate
0.00,0.459,73.75%,26.1
10.00,0.477,73.76%,26.2
20.00,0.472,73.76%,26.2
30.00,0.475,73.76%,26.2
40.00,0.486,73.76%,26.2
50.00,0.481,73.76%,26.2
60.00,0.475,73.76%,26.2
70.00,0.517,73.76%,26.2
80.00,0.474,73.76%,26.2
90.00,0.480,73.76%,26.2
100.00,0.428,73.76%,26.2
110.00,0.482,73.76%,26.2
120.00,0.480,73.77%,26.2
130.00,0.477,73.76%,26.2
140.00,0.480,73.76%,26.2
150.00,0.472,73.76%,26.2
160.00,0.493,73.77%,26.2
170.00,0.483,73.76%,26.2
180.00,0.478,73.76%,26.2
190.00,0.499,73.76%,26.2
200.00,0.466,73.77%,26.2
210.00,0.484,73.76%,26.2
220.00,0.496,73.76%,26.2
230.00,0.491,73.76%,26.2
240.00,0.490,73.76%,26.2
250.00,0.477,73.76%,26.2
260.00,0.513,73.76%,26.2
270.00,0.494,73.76%,26.2
280.00,0.488,73.76%,26.2
290.00,0.475,73.76%,26.2
300.00,0.449,73.90%,26.1
