Second,Jitter,Loss,Bitrate
0.00,0.089,0.02%,89.6
10.00,0.074,0.00%,90.0
20.00,0.060,0.00%,90.0
30.00,0.171,0.00%,90.0
40.00,0.192,0.03%,90.0
50.00,0.148,0.00%,90.0
60.00,0.156,0.03%,90.0
70.00,0.096,0.01%,90.0
80.00,0.209,0.01%,90.0
90.00,0.150,0.00%,90.0
100.00,0.160,0.00%,90.0
110.00,0.154,0.05%,90.0
120.00,0.161,0.00%,90.0
130.00,0.098,0.00%,90.0
140.00,0.110,0.00%,90.0
150.00,0.126,0.06%,90.0
160.00,0.141,0.00%,90.0
170.00,0.120,0.00%,90.0
180.00,0.125,0.08%,89.9
190.00,0.049,0.00%,90.0
200.00,0.209,0.01%,90.0
210.00,0.120,0.00%,90.0
220.00,0.176,0.06%,89.9
230.00,0.126,0.00%,90.0
240.00,0.176,0.02%,90.0
250.00,0.185,0.00%,90.0
260.00,0.075,0.00%,90.0
270.00,0.180,0.00%,90.0
280.00,0.143,0.00%,90.0
290.00,0.171,0.03%,90.0
300.00,0.169,0.00%,86.4
