Second,Jitter,Loss,Bitrate
0.00,0.473,78.13%,26.1
10.00,0.466,78.14%,26.2
20.00,0.493,78.13%,26.2
30.00,0.477,78.14%,26.2
40.00,0.486,78.14%,26.2
50.00,0.484,78.13%,26.2
60.00,0.470,78.13%,26.2
70.00,0.460,78.14%,26.2
80.00,0.479,78.13%,26.2
90.00,0.473,78.14%,26.2
100.00,0.520,78.14%,26.2
110.00,0.420,78.13%,26.2
120.00,0.494,78.14%,26.2
130.00,0.503,78.13%,26.2
140.00,0.478,78.14%,26.2
150.00,0.483,78.14%,26.2
160.00,0.546,78.13%,26.2
170.00,0.515,78.13%,26.2
180.00,0.489,79.00%,25.2
190.00,0.472,78.13%,26.2
200.00,0.462,78.14%,26.2
210.00,0.483,78.14%,26.2
220.00,0.477,78.13%,26.2
230.00,0.479,78.13%,26.2
240.00,0.515,78.13%,26.2
250.00,0.471,78.14%,26.2
260.00,0.469,78.13%,26.2
270.00,0.466,78.13%,26.2
280.00,0.478,78.13%,26.2
290.00,0.471,78.13%,26.2
300.00,0.509,78.33%,26.0
