Second,Jitter,Loss,Bitrate
0.00,0.112,0.05%,59.7
10.00,0.142,0.00%,60.0
20.00,0.225,0.00%,60.0
30.00,0.186,0.06%,60.0
40.00,0.130,0.00%,60.0
50.00,0.215,0.00%,60.0
60.00,0.181,0.00%,60.0
70.00,0.160,0.02%,60.0
80.00,0.167,0.00%,60.0
90.00,0.239,9.92%,49.0
100.00,0.145,4.11%,62.9
110.00,0.159,0.00%,60.0
120.00,0.235,0.00%,60.0
130.00,0.207,0.00%,60.0
140.00,0.199,0.06%,60.0
150.00,0.213,0.00%,60.0
160.00,0.218,0.00%,60.0
170.00,0.163,0.00%,60.0
180.00,0.209,0.03%,60.0
190.00,0.128,0.00%,60.0
200.00,0.165,0.00%,60.0
210.00,0.189,0.02%,60.0
220.00,0.124,0.00%,60.0
230.00,0.189,0.00%,60.0
240.00,0.134,0.01%,60.0
250.00,0.158,0.06%,60.0
260.00,0.209,0.00%,60.0
270.00,0.133,0.00%,60.0
280.00,0.184,0.00%,60.0
290.00,0.160,0.05%,60.0
300.00,0.100,0.00%,59.3
