Second,Jitter,Loss,Bitrate
0.00,0.211,0.02%,69.7
10.00,0.235,0.00%,70.0
20.00,0.120,0.00%,70.0
30.00,0.194,0.00%,70.0
40.00,0.121,0.06%,70.0
50.00,0.146,0.00%,70.0
60.00,0.168,0.13%,69.9
70.00,0.162,0.02%,70.0
80.00,0.169,0.00%,70.0
90.00,0.134,0.00%,70.0
100.00,0.095,0.00%,70.0
110.00,0.121,0.02%,70.0
120.00,0.116,0.00%,70.0
130.00,0.226,0.00%,70.0
140.00,0.106,0.00%,70.0
150.00,0.235,0.05%,70.0
160.00,0.165,0.00%,70.0
170.00,0.159,0.00%,70.0
180.00,0.122,0.06%,70.0
190.00,0.175,0.00%,70.0
200.00,0.138,0.01%,70.0
210.00,0.140,0.00%,70.0
220.00,0.173,0.00%,70.0
230.00,0.139,0.00%,70.0
240.00,0.148,0.02%,70.0
250.00,0.168,0.02%,70.0
260.00,0.161,0.00%,70.0
270.00,0.201,0.00%,70.0
280.00,0.138,0.00%,70.0
290.00,0.143,0.02%,70.0
300.00,0.136,0.00%,69.6
